sample,alias,SRASample,BioSample,SRAStudy,study,NCBI_taxon_ID,NCBI_taxon_name,ORFs_filenames,Assemblies_filenames
MH0431,MH0431,ERS328980,SAMEA2161597,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0431.scaftig.more500.corrected.break.fa.more100.fa,MH0431.scaftig.more500.corrected.break.fa
MH0432,MH0432,ERS328981,SAMEA2146009,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0432.scaftig.more500.corrected.break.fa.more100.fa,MH0432.scaftig.more500.corrected.break.fa
MH0433,MH0433,ERS328982,SAMEA2155758,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0433.scaftig.more500.corrected.break.fa.more100.fa,MH0433.scaftig.more500.corrected.break.fa
MH0434,MH0434,ERS328983,SAMEA2155134,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0434.scaftig.more500.corrected.break.fa.more100.fa,MH0434.scaftig.more500.corrected.break.fa
MH0435,MH0435,ERS328984,SAMEA2148094,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0435.scaftig.more500.corrected.break.fa.more100.fa,MH0435.scaftig.more500.corrected.break.fa
MH0436,MH0436,ERS328985,SAMEA2160152,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0436.scaftig.more500.corrected.break.fa.more100.fa,MH0436.scaftig.more500.corrected.break.fa
MH0437,MH0437,ERS328986,SAMEA2142349,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0437.scaftig.more500.corrected.break.fa.more100.fa,MH0437.scaftig.more500.corrected.break.fa
MH0438,MH0438,ERS328987,SAMEA2156850,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0438.scaftig.more500.corrected.break.fa.more100.fa,MH0438.scaftig.more500.corrected.break.fa
MH0439,MH0439,ERS328988,SAMEA2149241,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0439.scaftig.more500.corrected.break.fa.more100.fa,MH0439.scaftig.more500.corrected.break.fa
MH0440,MH0440,ERS328989,SAMEA2151010,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0440.scaftig.more500.corrected.break.fa.more100.fa,MH0440.scaftig.more500.corrected.break.fa
MH0441,MH0441,ERS328990,SAMEA2160998,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0441.scaftig.more500.corrected.break.fa.more100.fa,MH0441.scaftig.more500.corrected.break.fa
MH0442,MH0442,ERS328991,SAMEA2152064,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0442.scaftig.more500.corrected.break.fa.more100.fa,MH0442.scaftig.more500.corrected.break.fa
MH0443,MH0443,ERS328992,SAMEA2162475,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0443.scaftig.more500.corrected.break.fa.more100.fa,MH0443.scaftig.more500.corrected.break.fa
MH0444,MH0444,ERS328993,SAMEA2149068,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0444.scaftig.more500.corrected.break.fa.more100.fa,MH0444.scaftig.more500.corrected.break.fa
MH0445,MH0445,ERS328994,SAMEA2148412,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0445.scaftig.more500.corrected.break.fa.more100.fa,MH0445.scaftig.more500.corrected.break.fa
MH0446,MH0446,ERS328995,SAMEA2163432,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0446.scaftig.more500.corrected.break.fa.more100.fa,MH0446.scaftig.more500.corrected.break.fa
MH0447,MH0447,ERS328996,SAMEA2157972,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0447.scaftig.more500.corrected.break.fa.more100.fa,MH0447.scaftig.more500.corrected.break.fa
MH0448,MH0448,ERS328997,SAMEA2155255,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0448.scaftig.more500.corrected.break.fa.more100.fa,MH0448.scaftig.more500.corrected.break.fa
MH0450,MH0450,ERS328998,SAMEA2163583,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0450.scaftig.more500.corrected.break.fa.more100.fa,MH0450.scaftig.more500.corrected.break.fa
MH0451,MH0451,ERS328999,SAMEA2162036,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0451.scaftig.more500.corrected.break.fa.more100.fa,MH0451.scaftig.more500.corrected.break.fa
MH0452,MH0452,ERS329000,SAMEA2158062,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0452.scaftig.more500.corrected.break.fa.more100.fa,MH0452.scaftig.more500.corrected.break.fa
MH0453,MH0453,ERS329001,SAMEA1970858,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0453.scaftig.more500.corrected.break.fa.more100.fa,MH0453.scaftig.more500.corrected.break.fa
MH0454,MH0454,ERS329002,SAMEA2154620,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0454.scaftig.more500.corrected.break.fa.more100.fa,MH0454.scaftig.more500.corrected.break.fa
MH0455,MH0455,ERS329003,SAMEA2162640,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0455.scaftig.more500.corrected.break.fa.more100.fa,MH0455.scaftig.more500.corrected.break.fa
MH0456,MH0456,ERS329004,SAMEA2149983,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0456.scaftig.more500.corrected.break.fa.more100.fa,MH0456.scaftig.more500.corrected.break.fa
MH0457,MH0457,ERS329005,SAMEA2156486,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0457.scaftig.more500.corrected.break.fa.more100.fa,MH0457.scaftig.more500.corrected.break.fa
MH0458,MH0458,ERS329006,SAMEA2148755,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0458.scaftig.more500.corrected.break.fa.more100.fa,MH0458.scaftig.more500.corrected.break.fa
MH0462,MH0462,ERS329007,SAMEA2150168,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0462.scaftig.more500.corrected.break.fa.more100.fa,MH0462.scaftig.more500.corrected.break.fa
O2.CD1-0,O2.CD1-0,ERS396402,SAMEA2338732,ERP004605,Current study,408170,human gut metagenome,O2.CD1-0.scaftig.more500.corrected.break.fa.more100.fa,O2.CD1-0.scaftig.more500.corrected.break.fa
O2.CD1-0-PT,O2.CD1-0-PT,ERS396403,SAMEA2338733,ERP004605,Current study,408170,human gut metagenome,O2.CD1-0-PT.scaftig.more500.corrected.break.fa.more100.fa,O2.CD1-0-PT.scaftig.more500.corrected.break.fa
O2.CD2-0,O2.CD2-0,ERS396404,SAMEA2338734,ERP004605,Current study,408170,human gut metagenome,O2.CD2-0.scaftig.more500.corrected.break.fa.more100.fa,O2.CD2-0.scaftig.more500.corrected.break.fa
O2.CD2-0-PT,O2.CD2-0-PT,ERS396405,SAMEA2338735,ERP004605,Current study,408170,human gut metagenome,O2.CD2-0-PT.scaftig.more500.corrected.break.fa.more100.fa,O2.CD2-0-PT.scaftig.more500.corrected.break.fa
O2.CD3-0-PT,O2.CD3-0-PT,ERS396406,SAMEA2338736,ERP004605,Current study,408170,human gut metagenome,O2.CD3-0-PT.scaftig.more500.corrected.break.fa.more100.fa,O2.CD3-0-PT.scaftig.more500.corrected.break.fa
O2.UC1-0,O2.UC1-0,ERS006546,SAMEA728652,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC1-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC1-0.scaftig.more500.corrected.break.fa
O2.UC1-1,O2.UC1-1,ERS396407,SAMEA2338737,ERP004605,Current study,408170,human gut metagenome,O2.UC1-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC1-1.scaftig.more500.corrected.break.fa
O2.UC11-0,O2.UC11-0,ERS006563,SAMEA728755,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC11-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC11-0.scaftig.more500.corrected.break.fa
O2.UC11-1,O2.UC11-1,ERS396408,SAMEA2338738,ERP004605,Current study,408170,human gut metagenome,O2.UC11-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC11-1.scaftig.more500.corrected.break.fa
O2.UC11-2,O2.UC11-2,ERS199180,SAMEA2042744,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC11-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC11-2.scaftig.more500.corrected.break.fa
O2.UC1-2,O2.UC1-2,ERS199178,SAMEA2042742,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC1-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC1-2.scaftig.more500.corrected.break.fa
O2.UC12-0,O2.UC12-0,ERS006567,SAMEA728743,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC12-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC12-0.scaftig.more500.corrected.break.fa
O2.UC12-1,O2.UC12-1,ERS396409,SAMEA2338739,ERP004605,Current study,408170,human gut metagenome,O2.UC12-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC12-1.scaftig.more500.corrected.break.fa
O2.UC12-2,O2.UC12-2,ERS199182,SAMEA2042828,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC12-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC12-2.scaftig.more500.corrected.break.fa
O2.UC13-0,O2.UC13-0,ERS006523,SAMEA728574,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC13-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC13-0.scaftig.more500.corrected.break.fa
O2.UC13-1,O2.UC13-1,ERS396410,SAMEA2338740,ERP004605,Current study,408170,human gut metagenome,O2.UC13-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC13-1.scaftig.more500.corrected.break.fa
O2.UC13-2,O2.UC13-2,ERS199186,SAMEA2042832,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC13-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC13-2.scaftig.more500.corrected.break.fa
O2.UC14-0,O2.UC14-0,ERS006520,SAMEA728561,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC14-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC14-0.scaftig.more500.corrected.break.fa
O2.UC14-1,O2.UC14-1,ERS396411,SAMEA2338741,ERP004605,Current study,408170,human gut metagenome,O2.UC14-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC14-1.scaftig.more500.corrected.break.fa
O2.UC14-2,O2.UC14-2,ERS199184,SAMEA2042830,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC14-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC14-2.scaftig.more500.corrected.break.fa
O2.UC15-0,O2.UC15-0,ERS396412,SAMEA2338742,ERP004605,Current study,408170,human gut metagenome,O2.UC15-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC15-0.scaftig.more500.corrected.break.fa
O2.UC15-1,O2.UC15-1,ERS396413,SAMEA2338743,ERP004605,Current study,408170,human gut metagenome,O2.UC15-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC15-1.scaftig.more500.corrected.break.fa
O2.UC15-2,O2.UC15-2,ERS396414,SAMEA2338744,ERP004605,Current study,408170,human gut metagenome,O2.UC15-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC15-2.scaftig.more500.corrected.break.fa
O2.UC16-0,O2.UC16-0,ERS006543,SAMEA728665,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC16-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC16-0.scaftig.more500.corrected.break.fa
O2.UC16-1,O2.UC16-1,ERS396415,SAMEA2338745,ERP004605,Current study,408170,human gut metagenome,O2.UC16-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC16-1.scaftig.more500.corrected.break.fa
O2.UC16-2,O2.UC16-2,ERS199188,SAMEA2042834,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC16-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC16-2.scaftig.more500.corrected.break.fa
O2.UC17-0,O2.UC17-0,ERS006591,SAMEA728758,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC17-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC17-0.scaftig.more500.corrected.break.fa
O2.UC17-1,O2.UC17-1,ERS396416,SAMEA2338746,ERP004605,Current study,408170,human gut metagenome,O2.UC17-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC17-1.scaftig.more500.corrected.break.fa
O2.UC17-2,O2.UC17-2,ERS199190,SAMEA2042836,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC17-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC17-2.scaftig.more500.corrected.break.fa
O2.UC18-0,O2.UC18-0,ERS006522,SAMEA728570,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC18-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC18-0.scaftig.more500.corrected.break.fa
O2.UC18-1,O2.UC18-1,ERS396417,SAMEA2338747,ERP004605,Current study,408170,human gut metagenome,O2.UC18-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC18-1.scaftig.more500.corrected.break.fa
O2.UC18-2,O2.UC18-2,ERS199192,SAMEA2042838,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC18-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC18-2.scaftig.more500.corrected.break.fa
O2.UC19-0,O2.UC19-0,ERS006512,SAMEA728817,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC19-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC19-0.scaftig.more500.corrected.break.fa
O2.UC19-1,O2.UC19-1,ERS396418,SAMEA2338748,ERP004605,Current study,408170,human gut metagenome,O2.UC19-1.scaftig.more500.corrected.break.fa.more100.fa,O2.UC19-1.scaftig.more500.corrected.break.fa
O2.UC19-2,O2.UC19-2,ERS199194,SAMEA1972440,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC19-2.scaftig.more500.corrected.break.fa.more100.fa,O2.UC19-2.scaftig.more500.corrected.break.fa
O2.UC2-0,O2.UC2-0,ERS199195,SAMEA2042840,ERP002061,"Nielsen, H. B. et al. A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning (submitted).",408170,human gut metagenome,O2.UC2-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC2-0.scaftig.more500.corrected.break.fa
O2.UC20-0,O2.UC20-0,ERS006582,SAMEA728843,ERP000108,"Qin, J. et al. A human gut microbial gene catalogue established by metagenomic sequencing. Nature 464, 59–65 (2010).",408170,human gut metagenome,O2.UC20-0.scaftig.more500.corrected.break.fa.more100.fa,O2.UC20-0.scaftig.more500.corrected.break.fa
